"ID","names","context","SN","age","distance","type","CHANDRA","XMM","SUZAKU","ROSAT","ASCA","FERMI","AGILE","HESS","VERITAS","MAGIC","MILAGRO"
"G310.6-00.3","Kes 20B","","","","6.9 kpc","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G310.6-01.6","","contains PSR J1400-6325 + PWN","","700 - 2000 yr, PSR: 12700 yr","5 - 10 kpc, PSR: 10 kpc","composite","extended","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G310.8-00.4","Kes 20A","[interacts with molecular cloud]","","","5.1 kpc","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G311.5-00.3","","interacts with molecular cloud??","","","≥ 6.6 kpc","composite?","unknown","unknown","unknown","unknown","extended","missed","unknown","unknown","unknown","unknown","unknown"
"G312.4-00.4","1FGL J1410.3-6128c, 1AGL J1412-6149","contains PSR J1412-6145 + PWN? and PSR J1413-6141","","PSR: 50000 yr","≥ 6 kpc","shell?","extended","unknown","unknown","unknown","extended","missed","detected","unknown","unknown","unknown","unknown"
"G312.5-03.0","","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G313.3+00.1","Rabbit, 0FGL J1418.8-6058, 1FGL J1418.7-6057, 2FGL J1418.7-6058, 1FHL J1418.6-6059, 3FGL J1418.6-6058, HESS J1418-609","PWN G313.32+0.13 = Rabbit + PSR J1418-6058, part of the Kookaburra complex","","","PSR: 3 kpc","filled-centre","extended","extended","extended","unknown","unknown","detected","unknown","extended","unknown","unknown","unknown"
"G313.5+00.3","Kookaburra, [G313.6+0.3], [G313.6+0.4], 1FGL J1420.1-6048, 2FGL J1420.1-6047, 1FHL J1420.1-6047, 3FGL J1420.0-6048, 1AGL J1419-6055, HESS J1420-607","PWN G313.54+0.23 + PSR J1420-6048, region K3 of the Kookaburra complex","","PSR: 13000 yr","PSR: 5.6 kpc","filled-centre","extended","extended","extended","unknown","detected","detected","detected","extended","unknown","unknown","unknown"
"G315.1+02.7","2FGL J1411.9-5744","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G315.4-00.3","","","","","","?","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G315.4-02.3","RCW 86, MSH 14-63, HESS J1442-624","contains several X-ray sources","185 ?","2000 - 10000 yr, SN: 1830 yr ?","2.3 - 3.2 kpc","shell","extended","extended","extended","extended","extended","extended","unknown","extended","unknown","unknown","unknown"
"G315.9-00.0","[G315.8-0.0]","contains PSR J1437-5959 + PWN G315.78-0.23 = the Frying Pan","","PSR: 114000 yr","PSR: 8 kpc","composite","unknown","unknown","unknown","unknown","extended","missed","unknown","unknown","unknown","unknown","unknown"
"G316.3-00.0","(MSH 14-57), 1FGL J1442.0-6000c, 2FGL J1441.6-5956, 3FGL J1441.5-5955c","","","","≥ 7.2 kpc","shell","unknown","unknown","unknown","unknown","detected","detected","unknown","unknown","unknown","unknown","unknown"
"G317.3-00.2","","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G318.2+00.1","HESS J1457-593","","","8000 yr","3.5 - 9.2 kpc","shell","unknown","unknown","unknown","detected","unknown","missed","unknown","extended","unknown","unknown","unknown"
"G318.9+00.4 ?","","contains PWN?, interacts with molecular cloud??","","","","composite?","unknown","unknown","unknown","unknown","extended","missed","unknown","unknown","unknown","unknown","unknown"
"G319.9-00.7 ?","MSC 319.9-0.7, 0FGL J1509.5-5848, 1FGL J1509.4-5850, 2FGL J1509.6-5850, 3FGL J1509.4-5850, 1AGL J1506-5859","PWN G319.97-0.62 and PSR J1509-5850","","PSR: 154900 yr","PSR: 2.5 kpc","filled-centre?","extended","unknown","unknown","unknown","unknown","detected","detected","unknown","unknown","unknown","unknown"
"G320.4-01.2","RCW 89, MSH 15-52, Jellyfish, 1FGL J1514.7-5917, 2FGL J1509.6-5850 and J1514.0-5915e, 1FHL J1514.0-5915e, 3FGL J1514.0-5915e, HESS J1514-591","overlaps SNR G320.6-01.6, contains PSR J1513-5908 = B1509-58 = the Dragon + PWN = the Jellyfish","185 ??","1900 yr, PSR: 1700 yr, SN: 1830 yr ??","3.8 - 6.6 kpc, PSR: 5 kpc","composite","extended","extended","unknown","extended","extended","extended","unknown","extended","unknown","unknown","unknown"
"G320.6-01.6","","overlaps SNR G320.4-1.2","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G321.9-00.3","1FGL J1521.8-5734c, 2FGL J1521.8-5735","close to SNR G321.4-00.5 and binary Circinus X-1","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G321.9-01.1","","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G322.1+00.0","Circinus X-1","contains microquasar Circinus X-1 with jets","","850 - 4600 yr","4 - 11 kpc","shell","extended","unknown","unknown","unknown","detected","unknown","unknown","unknown","unknown","unknown","unknown"
"G322.5-00.1","","contains PWN?, contains planetary nebula Pe 2-8","","","","composite?","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G323.5+00.1","","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G326.3-01.8","MSH 15-56, Kes 25, [G326.2-1.7], 1FGL J1552.4-5609, 2FGL J1552.8-5609, 1FHL J1552.6-5610, 3FGL J1551.1-5610 and J1552.9-5610","contains PWN G326.12-1.81","","16500 yr","3.4 - 5.8 kpc","composite","extended","extended","unknown","extended","extended","detected","unknown","unknown","unknown","unknown","unknown"
"G327.1-01.1","HESS J1554-550","contains PWN G327.15-1.04","","11000 - 17000 yr","6.5 - 9 kpc","composite","extended","extended","unknown","extended","extended","missed","unknown","extended","unknown","unknown","unknown"
"G327.2-00.1","[G327.24-0.13]","contains AXP 1E 1547.0-5408 (magnetar)","","≤ 1400 yr, PSR: 1400 yr","4 - 5 kpc, PSR: 9 kpc","shell","detected","extended","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G327.4+00.4","Kes 27, [G327.3+0.4], [G327.3+0.5], 3FGL J1549.1-5347c","[interacts with molecular cloud]","","2400 - 23000 yr","4.3 - 6.5 kpc","composite","extended","unknown","unknown","extended","extended","detected","unknown","unknown","unknown","unknown","unknown"
"G327.4+01.0","","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G327.6+14.6","SN1006, PKS 1459-41, 1FGL J1501.6-4204, HESS J1502-421 and HESS J1504-418","interacts with molecular cloud?","1006","SN: 1009 yr","1.6 - 2.2 kpc","shell","extended","extended","extended","extended","extended","missed","unknown","extended","unknown","unknown","unknown"
"G328.4+00.2","MSH 15-57","PWN and NS","","5000 - 6500 yr","≥ 17.4 kpc","filled-centre","unknown","extended","unknown","unknown","detected","missed","unknown","unknown","unknown","unknown","unknown"
"G329.7+00.4","","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G330.0+15.0","Lupus Loop","contains central possibly pulsating X-ray source","","15000 - 31000 yr","0.15 - 0.4 kpc","shell","detected","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G330.2+01.0","","contains CCO CXOU J160103.1-513353","","1000 - 3000 yr","≥ 5 kpc","shell?","extended","extended","unknown","unknown","extended","missed","unknown","missed","unknown","unknown","unknown"
"G332.0+00.2","","","","","≥ 6.6 kpc","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G332.4+00.1","Kes 32, MSH 16-51, [G332.4+0.2], 0FGL J1615.6-5049, 2FGL J1615.0-5051","PSR B1610-50 = J1614-5047 nearby","","300 - 3000 yr","7 - 11 kpc","shell","extended","unknown","unknown","extended","extended","missed","unknown","unknown","unknown","unknown","unknown"
"G332.4-00.4","RCW 103, 1FGL J1617.5-5105c","contains 1E 161348-5055 = CCO or binary?, close to PSR AXS J1617-5055 + PWN G332.50-0.28, interacts with molecular cloud","","2000 - 4000 yr","3.1 kpc","shell","extended","detected","detected","extended","detected","missed","unknown","unknown","unknown","unknown","unknown"
"G332.5-00.3","0FGL J1615.6-5049, 1FGL J1617.5-5105c, 2FGL J1615.0-5051, 1FHL J1616.2-5054e, 3FGL J1616.2-5054e, HESS J1616-508","PWN G332.50-0.28 and PSR J1617-5055, close to SNR G332.4-00.4 = RCW 103","","PSR: 8000 yr","PSR: 6.5 kpc","filled-centre","extended","detected","missed","unknown","detected","extended","unknown","extended","unknown","unknown","unknown"
"G332.5-05.6","3FGL J1645.9-5420","","","","","shell","unknown","unknown","unknown","extended","unknown","detected","unknown","unknown","unknown","unknown","unknown"
"G333.9+00.0 ?","","contains PSR J1622-4950 at the centre and PSR J1622-4944 at the edge","","≤ 6 yr, PSR: 4 yr","PSR: 9 kpc","shell","detected","detected","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G335.2+00.1","2FGL J1628.1-4857c, 3FGL J1628.9-4852, HESS J1626-490","contains PSR J1627-4845","","","","shell","unknown","detected","unknown","unknown","unknown","detected","unknown","extended","unknown","unknown","unknown"
"G336.4+00.2","AX J1631.9-4752, 1FGL J1632.7-4733c and J1632.9-4802c, 2FGL J1632.4-4753c, 1FHL J1633.0-4746e, 3FGL J1633.0-4746e, HESS J1632-478","PWN, with PSR?, close to PSR J1632-4757","","10000 yr","3 kpc","filled-centre","unknown","extended","unknown","unknown","detected","extended","unknown","extended","unknown","unknown","unknown"
"G336.7+00.5","2FGL J1631.7-4720c","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G337.0-00.1","(CTB 33), 1FGL J1636.4-4737c, 3FGL J1636.2-4734","inside the CTB 33 complex, contains SGR 1627-41 (magnetar), interacts with molecular cloud","","5000 yr, PSR: 2200 yr","4.6 - 11 kpc, PSR: 11 kpc","shell","detected","detected","unknown","unknown","detected","detected","unknown","unknown","unknown","unknown","unknown"
"G337.2+00.1","1FGL J1635.7-4715c, 2FGL J1635.4-4717c, 1FHL J1634.7-4705, 3FGL J1636.2-4709c, HESS J1634-472","contains PWN?","","1500 yr","14 kpc","composite?","unknown","extended","unknown","unknown","extended","detected","unknown","extended","unknown","unknown","unknown"
"G337.2-00.7","","","","750 - 3500 yr","2 - 9.3 kpc","shell","extended","unknown","extended","extended","extended","missed","unknown","unknown","unknown","unknown","unknown"
"G337.3+01.0","Kes 40","","","","5 kpc","shell","unknown","unknown","unknown","unknown","extended","missed","unknown","unknown","unknown","unknown","unknown"
"G337.8-00.1","Kes 41, 2FGL J1638.0-4703c, 3FGL J1638.6-4654","interacts with molecular cloud","","12000 - 16000 yr","9.3 - 12.3 kpc","composite?","extended","extended","unknown","unknown","extended","extended","unknown","unknown","unknown","unknown","unknown"
"G338.1+00.4","","","","","","shell","unknown","unknown","unknown","unknown","detected","missed","unknown","unknown","unknown","unknown","unknown"
"G338.3-00.0","1FGL J1640.8-4634c, 2FGL J1640.5-4633, 1FHL J1640.5-4634, 3FGL J1640.4-4634c, HESS J1640-465","contains PSR J1640-4631 and PWN G338.3-0.0, connected to SNR G338.5+00.1 by HII region G338.45+0.06","","1000 - 8000 yr, PSR: 3350 yr","8 - 13 kpc","composite","extended","extended","unknown","unknown","detected","detected","unknown","extended","unknown","unknown","unknown"
"G338.5+00.1","3FGL J1641.1-4619c, HESS J1641-463","connected to SNR G338.3-00.0 and PSR J1640-4631 by HII region G338.45+0.06","","1000 - 17000 yr","11 kpc","?","detected","detected","unknown","unknown","unknown","detected","unknown","detected","unknown","unknown","unknown"
"G340.4+00.4","","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G340.6+00.3","","","","","15 kpc","shell","extended","unknown","unknown","unknown","extended","missed","unknown","unknown","unknown","unknown","unknown"
"G341.2+00.9","","contains PSR J1646-4346 = B1643-43 + PWN","","","","composite","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G341.9-00.3","","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G342.0-00.2","","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G342.1+00.9","","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G343.0-06.0","RCW 114, 2FGL J1727.3-4611, 3FGL J1722.9-4529 and J1728.0-4606","","","","","shell","unknown","unknown","unknown","unknown","unknown","detected","unknown","unknown","unknown","unknown","unknown"
"G343.1-00.7","","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G343.1-02.3","0FGL J1709.7-4428, 1FGL J1709.7-4428, 2FGL J1709.7-4429, 1FHL J1709.7-4429, 3FGL J1709.7-4429, 1AGL J1709-4428, HESS J1708-443","PSR J1709-4429 = B1706-44 + PWN G343.10-2.69 near the edge","","PSR: 17400 yr","PSR: 2 kpc","composite?","extended","detected","unknown","detected","detected","detected","detected","extended","unknown","unknown","unknown"
"G344.7+00.1 ?","HESS J1702-420","PWN G344.74+0.12? and PSR J1702-4128, close to SNR G344.7-00.1","","PSR: 55000 yr","PSR: 5 kpc","filled-centre","extended","unknown","extended","unknown","unknown","detected","unknown","detected","unknown","unknown","unknown"
"G344.7-00.1","HESS J1702-420","contains CCO CXOU J170357.8-414302, close to PSR J1702-4128 and PWN G344.74+0.12, interacts with molecular cloud??","","6000 - 6500 yr","6.3 - 14 kpc","composite?","extended","extended","extended","unknown","extended","missed","unknown","detected","unknown","unknown","unknown"
"G345.7-00.2","HESS J1708-410","","","","","shell","unknown","missed","unknown","unknown","unknown","missed","unknown","detected","unknown","unknown","unknown"
"G346.6-00.2","","interacts with molecular cloud","","11000 yr","5.5 - 11 kpc","composite","unknown","unknown","extended","unknown","extended","missed","unknown","unknown","unknown","unknown","unknown"
"G347.3-00.5","RX J1713.7-3946, RX J1713.7-3946, 1FGL J1711.7-3944c, 2FGL J1712.4-3941, 1FHL J1713.5-3951e, 3FGL J1713.5-3945e, HESS J1713-397","contains CCO 1WGA J1713.4-3949, close to PSR J1713-3945, interacts with molecular cloud","393 ?","1000 - 10000 yr, SN: 1622 yr ?","1 - 6 kpc","shell?","extended","extended","extended","extended","extended","extended","unknown","extended","unknown","unknown","unknown"
"G348.5+00.1","CTB 37A, 0FGL J1714.7-3827, 1FGL J1714.5-3830c, 2FGL J1714.5-3829, 3FGL J1714.5-3832, HESS J1714-385","part of CTB 37, overlaps SNR G348.5-0.0, contains PWN candidate CXOU J171419.8-383023, interacts with molecular cloud","393 ??","2000 - 30000 yr, SN: 1622 yr ??","6.3 - 9.5 kpc","composite","extended","extended","extended","unknown","extended","detected","unknown","extended","unknown","unknown","unknown"
"G348.5-00.0","","part of CTB 37, overlaps SNR G348.5+0.1 = CTB 37A, interacts with molecular cloud","","","≤ 6.3 kpc","shell?","missed","missed","unknown","unknown","missed","missed","unknown","unknown","unknown","unknown","unknown"
"G348.7+00.3","CTB 37B, HESS J1713-381","part of CTB 37, contains AXP candidate CXOU J171405.7-381031 (magnetar?)","393 ??","350 - 3150 yr, PSR: 950 yr, SN: 1622 yr ??","13.2 kpc","shell","extended","detected","extended","unknown","extended","missed","unknown","extended","unknown","unknown","unknown"
"G348.9-00.4 ?","1FGL J1718.2-3825, 2FGL J1718.3-3827, 3FGL J1718.1-3825, HESS J1718-385","PWN G348.95-0.43 and PSR J1718-3825","","PSR: 89100 yr","PSR: 3.6 kpc","filled-centre","extended","extended","extended","unknown","unknown","detected","unknown","extended","unknown","unknown","unknown"
"G349.2-00.1","","contains PSR J1646-4346","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G349.7+00.2","1FGL J1717.9-3729c, 2FGL J1718.1-3725, 1FHL J1717.9-3725, 3FGL J1718.0-3726","contains CXOU J171801.0-372617 = CCO?, interacts with molecular cloud","","1800 yr","11.5 - 12 kpc","shell","extended","unknown","extended","unknown","extended","detected","unknown","detected","unknown","unknown","unknown"
"G350.0-02.0","[G350.0-1.8]","","","","","shell","unknown","unknown","unknown","unknown","extended","missed","unknown","unknown","unknown","unknown","unknown"
"G350.1-00.3","2FGL J1718.1-3725, 1FHL J1717.9-3725","contains XMMU J172054.5-372652 = candidate CCO NS","","900 yr","4.5 - 9 kpc","shell?","extended","extended","extended","unknown","detected","missed","unknown","unknown","unknown","unknown","unknown"
"G351.2+00.1","[G351.3+0.2]","","","","","composite?","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G351.7+00.8","","PSR J1721-3532 nearby","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G351.9-00.9","","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G352.7-00.1","","[interacts with molecular cloud]","","2200 - 5000 yr","6.8 - 8.4 kpc","composite","extended","extended","extended","unknown","extended","missed","unknown","unknown","unknown","unknown","unknown"
"G353.6-00.7","HESS J1731-347","contains CCO XMMU J173203.3-344518 (magnetar?), interacts with molecular cloud??","","27000 yr","2.4 - 4 kpc","shell","extended","extended","extended","extended","unknown","missed","unknown","extended","unknown","unknown","unknown"
"G353.9-02.0","","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G354.1+00.1 ?","2FGL J1730.5-3350","PSR J1730-3350 = B1727-33 at the edge","","","PSR: 1.48 kpc","composite?","unknown","unknown","unknown","unknown","unknown","detected","unknown","unknown","unknown","unknown","unknown"
"G354.4+00.0 ?","","","","100 - 500 yr","5 - 8 kpc","shell","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"G354.8-00.8","","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G355.4+00.7","2FGL J1731.6-3234c","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G355.6-00.0","","","","","","composite","unknown","unknown","extended","unknown","detected","missed","unknown","unknown","unknown","unknown","unknown"
"G355.9-02.5","","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G356.2+04.5","[G356.2+4.4]","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G356.3-00.3","2FGL J1737.2-3213, 3FGL J1737.3-3214c","","","","","shell","unknown","unknown","unknown","unknown","unknown","detected","unknown","unknown","unknown","unknown","unknown"
"G356.3-01.5","","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G357.7+00.3","","interacts with molecular cloud","","10000 yr","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G357.7-00.1 ?","The Tornado, MSH 17-39, 0FGL J1741.4-3046, 2FGL J1740.4-3054c, 3FGL J1741.1-3053","interacts with molecular cloud","","","11.8 kpc","composite?","extended","detected","unknown","detected","detected","detected","unknown","unknown","unknown","unknown","unknown"
"G358.0+03.8","1FGL J1725.5-2832, 3FGL J1725.1-2832 and J1729.5-2824","","","","","shell","unknown","unknown","unknown","unknown","unknown","detected","unknown","unknown","unknown","unknown","unknown"
"G358.1+00.1","","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G358.5-00.9","2FGL J1745.5-3028c","","","","","shell","unknown","unknown","unknown","unknown","unknown","missed","unknown","unknown","unknown","unknown","unknown"
"G359.0-00.9","","","","9700 yr","","shell","unknown","unknown","extended","unknown","extended","missed","unknown","unknown","unknown","unknown","unknown"
"G359.1+00.9","2FGL J1738.9-2908","","","","","shell","unknown","unknown","unknown","unknown","detected","missed","unknown","unknown","unknown","unknown","unknown"
"G359.1-00.5","3FGL J1745.1-3011, HESS J1745-303","close to PSR J1747-2958 + PWN G359.23-0.82 = the Mouse, interacts with molecular cloud","","≥ 10000 yr","8 - 10.5 kpc, PSR: 5 kpc","composite","unknown","detected","extended","extended","extended","extended","unknown","extended","unknown","unknown","unknown"
"G359.2-00.8","Mouse, 1FGL J1747.2-2958, 2FGL J1747.1-3000, 3FGL J1747.2-2958","PWN G359.23-0.82 = the Mouse and PSR J1747-2958, close to SNR G359.1-0.5","","PSR: 25700 yr","PSR: 5 kpc","filled-centre","extended","extended","unknown","extended","extended","detected","unknown","unknown","unknown","unknown","unknown"
